Index,FileName,ParentFolders,UUID,DownloadLink,Status
101,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (1).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 6 Đặc điểm và cách sử dụng Slicers","7d0685b785afbeaa5e470ae5d6345c33","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/7d0685b785afbeaa5e470ae5d6345c33/downloads/default.mp4","Upload & lấy link thành công"
102,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu.mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 6 Đặc điểm và cách sử dụng Slicers","b7552f27fb748c237edaf82ef22c6da2","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/b7552f27fb748c237edaf82ef22c6da2/downloads/default.mp4","Upload & lấy link thành công"
103,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (2).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 6 Đặc điểm và cách sử dụng Slicers","89a5bad2c91af0afff3934f409b3d123","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/89a5bad2c91af0afff3934f409b3d123/downloads/default.mp4","Upload & lấy link thành công"
104,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu.mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 7 Tạo Pivot Chart từ PivotTable","a86e3ef136847f4aca401b72e67e5e66","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/a86e3ef136847f4aca401b72e67e5e66/downloads/default.mp4","Upload & lấy link thành công"
105,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (1).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 7 Tạo Pivot Chart từ PivotTable","3570cc5cbe7bc4f84034772fdb2e512e","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/3570cc5cbe7bc4f84034772fdb2e512e/downloads/default.mp4","Upload & lấy link thành công"
106,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (2).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 7 Tạo Pivot Chart từ PivotTable","641f930b59ac0d75cf8da6127eaf9909","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/641f930b59ac0d75cf8da6127eaf9909/downloads/default.mp4","Upload & lấy link thành công"
107,"1.mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 8 Một số lỗi thường gặp khi sử dụng PivotTable và cách khắc phục","67bba293ebb70311cf89b9f98a71efd5","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/67bba293ebb70311cf89b9f98a71efd5/downloads/default.mp4","Upload & lấy link thành công"
108,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu.mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 5 Values của PivotTable","8277ebb3797e915103257ee8392dc296","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/8277ebb3797e915103257ee8392dc296/downloads/default.mp4","Upload & lấy link thành công"
109,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (2).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 5 Values của PivotTable","be62ebc6d27ea2ba99557e7dbc42f111","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/be62ebc6d27ea2ba99557e7dbc42f111/downloads/default.mp4","Upload & lấy link thành công"
110,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (1).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 5 Values của PivotTable","354356015759f21f947cf072203b1053","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/354356015759f21f947cf072203b1053/downloads/default.mp4","Upload & lấy link thành công"
111,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (4).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 5 Values của PivotTable","ce2364fc9cd724865ae7546914b958c2","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/ce2364fc9cd724865ae7546914b958c2/downloads/default.mp4","Upload & lấy link thành công"
112,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (3).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 5 Values của PivotTable","7e21ab50772d7406a0bfbac2d038cf09","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/7e21ab50772d7406a0bfbac2d038cf09/downloads/default.mp4","Upload & lấy link thành công"
113,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (5).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 5 Values của PivotTable","7680885424cb8fde4b83e2312a70ee38","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/7680885424cb8fde4b83e2312a70ee38/downloads/default.mp4","Upload & lấy link thành công"
114,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu.mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 9 Cách sử dụng Power Pivot trong Excel","dd36c32fe2fb316fcaef64b746605b0c","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/dd36c32fe2fb316fcaef64b746605b0c/downloads/default.mp4","Upload & lấy link thành công"
115,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (1).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 9 Cách sử dụng Power Pivot trong Excel","ea5d45b77b58c2ef06a40b8b3d27f86f","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/ea5d45b77b58c2ef06a40b8b3d27f86f/downloads/default.mp4","Upload & lấy link thành công"
116,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (2).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 9 Cách sử dụng Power Pivot trong Excel","e322ca3b646a22524fbba78112c6f6ca","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/e322ca3b646a22524fbba78112c6f6ca/downloads/default.mp4","Upload & lấy link thành công"
117,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (3).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 9 Cách sử dụng Power Pivot trong Excel","92f45f2ef2ceeb69790bd11833cc1233","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/92f45f2ef2ceeb69790bd11833cc1233/downloads/default.mp4","Upload & lấy link thành công"
118,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu.mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 10 Quản lý các Table trong Data View","c5972a1b90aeb465c4d8e4f9ecd458be","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/c5972a1b90aeb465c4d8e4f9ecd458be/downloads/default.mp4","Upload & lấy link thành công"
119,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (1).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 10 Quản lý các Table trong Data View","98bece67cbb90f5086bdf2cafda2a099","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/98bece67cbb90f5086bdf2cafda2a099/downloads/default.mp4","Upload & lấy link thành công"
120,"Khóa học Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu (2).mp4","01. Tin học văn phòng/28. Pivot Table, Pivot Chart và Power Pivot chuyên sâu trong Excel - Ứng dụng làm Dashboard, tạo Mô hình, Phân tích dữ liệu/Chương 10 Quản lý các Table trong Data View","157a61b21fd7864375f303b2b59797ec","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/157a61b21fd7864375f303b2b59797ec/downloads/default.mp4","Upload & lấy link thành công"
