Index,FileName,ParentFolders,UUID,DownloadLink,Status
1001,"Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (9).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 4 Sử dụng DAX trong PowerPivot","c6d6a5363defb1a9ce77480c9e216fa0","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/c6d6a5363defb1a9ce77480c9e216fa0/downloads/default.mp4","Upload & lấy link thành công"
1002,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu.mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 3 Tạo Relationship. Sử dụng PivotTable và Slicer trong PowerPivot","4d9b1f7d6bcf3ce9526553f6bdf505bb","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/4d9b1f7d6bcf3ce9526553f6bdf505bb/downloads/default.mp4","Upload & lấy link thành công"
1003,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (1).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 3 Tạo Relationship. Sử dụng PivotTable và Slicer trong PowerPivot","ba70c029398235844cf09545838bee1e","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/ba70c029398235844cf09545838bee1e/downloads/default.mp4","Upload & lấy link thành công"
1004,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (5).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 3 Tạo Relationship. Sử dụng PivotTable và Slicer trong PowerPivot","eed35a9929a9494cef67b2ae67dd3d41","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/eed35a9929a9494cef67b2ae67dd3d41/downloads/default.mp4","Upload & lấy link thành công"
1005,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (6).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 3 Tạo Relationship. Sử dụng PivotTable và Slicer trong PowerPivot","2d15bd902968245111a91bef18951ae2","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/2d15bd902968245111a91bef18951ae2/downloads/default.mp4","Upload & lấy link thành công"
1006,"Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu.mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 7 PowerQuery Pro","80cb6fc28390ae3cd618e26662ac4256","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/80cb6fc28390ae3cd618e26662ac4256/downloads/default.mp4","Upload & lấy link thành công"
1007,"Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (2).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 7 PowerQuery Pro","04c500e4266bc1d09d039d06c4d33679","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/04c500e4266bc1d09d039d06c4d33679/downloads/default.mp4","Upload & lấy link thành công"
1008,"Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (4).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 7 PowerQuery Pro","4db56ffe1ac9d1f13dba635f944e06b8","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/4db56ffe1ac9d1f13dba635f944e06b8/downloads/default.mp4","Upload & lấy link thành công"
1009,"Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (3).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 7 PowerQuery Pro","ea9c96757dfcbf3973eb8fe4bdbd347f","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/ea9c96757dfcbf3973eb8fe4bdbd347f/downloads/default.mp4","Upload & lấy link thành công"
1010,"Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (1).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 7 PowerQuery Pro","8684409c9b89913d181d8a4460412cf6","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/8684409c9b89913d181d8a4460412cf6/downloads/default.mp4","Upload & lấy link thành công"
1011,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu.mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","64ed46be6b1db8aa935418d84c0c50b9","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/64ed46be6b1db8aa935418d84c0c50b9/downloads/default.mp4","Upload & lấy link thành công"
1012,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (2).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","cdad44ed396b0e9779f19160d522344d","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/cdad44ed396b0e9779f19160d522344d/downloads/default.mp4","Upload & lấy link thành công"
1013,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (1).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","63914cfb9b95580ef7466734ad633732","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/63914cfb9b95580ef7466734ad633732/downloads/default.mp4","Upload & lấy link thành công"
1014,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (3).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","25efa2a06b95e96367a849c95dd5e6bb","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/25efa2a06b95e96367a849c95dd5e6bb/downloads/default.mp4","Upload & lấy link thành công"
1015,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (4).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","3579ce76dcfc21747929d0825c21b008","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/3579ce76dcfc21747929d0825c21b008/downloads/default.mp4","Upload & lấy link thành công"
1016,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (5).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","7d82bdf68459662e81f7a489fd798fc6","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/7d82bdf68459662e81f7a489fd798fc6/downloads/default.mp4","Upload & lấy link thành công"
1017,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (6).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","60744779cd9f7b8c61662985a3b816fd","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/60744779cd9f7b8c61662985a3b816fd/downloads/default.mp4","Upload & lấy link thành công"
1018,"Khóa học Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu (7).mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 5 Thực hành sử dụng Measure và Caculated Column hữu ích PowerPivot","b4b27aea7ca5225be9ccc1d39f9bc8be","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/b4b27aea7ca5225be9ccc1d39f9bc8be/downloads/default.mp4","Upload & lấy link thành công"
1019,"Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu.mp4","15. VIP15 - GITIHO.COM 2023 - TRÂN DIỆP ZALO 034.7872.192/01. Tin học văn phòng/20. Power Pivot, Power Query - Biến Excel thành công cụ Phân tích dữ liệu chuyên sâu/Chương 6 Giới thiệu về PowerQuery","d75f5475e130aa763433eb2591aad9a4","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/d75f5475e130aa763433eb2591aad9a4/downloads/default.mp4","Upload & lấy link thành công"
