Index,FileName,ParentFolders,UUID,DownloadLink,Status
601,"18. Nhóm Illustraions - Thao tác với Shapes.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","f68b0d2d0e74e26bb6ed8f893d553a86","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/f68b0d2d0e74e26bb6ed8f893d553a86/downloads/default.mp4","Upload & lấy link thành công"
602,"23. Nhóm Symbols - Chèn ký tự đặc biệt.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","4943a6112637784f0d6970bd4c323e7a","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/4943a6112637784f0d6970bd4c323e7a/downloads/default.mp4","Upload & lấy link thành công"
603,"9. Nhóm Styles - Tuỳ chọn các mẫu thiết kế.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","9241527671c4820321bf7326982f0f07","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/9241527671c4820321bf7326982f0f07/downloads/default.mp4","Upload & lấy link thành công"
604,"8. Nhóm Clipboard - Thao tác Copy, Paste.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","df5a2e2333cd3795238ea19a3702ee46","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/df5a2e2333cd3795238ea19a3702ee46/downloads/default.mp4","Upload & lấy link thành công"
605,"3. Giới thiệu tổng quan về Word 2016.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","c0007f193c35f16b07728a4699608705","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/c0007f193c35f16b07728a4699608705/downloads/default.mp4","Upload & lấy link thành công"
606,"22. Nhóm Text.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","8a806e0f689bd5f5ab5cd14f07a7f158","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/8a806e0f689bd5f5ab5cd14f07a7f158/downloads/default.mp4","Upload & lấy link thành công"
607,"19. Nhóm Illustrations - Thao tác với SmartArt.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","cb8f36c98f4b8d6604e1b9b1371c7e5f","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/cb8f36c98f4b8d6604e1b9b1371c7e5f/downloads/default.mp4","Upload & lấy link thành công"
608,"10. Nhóm Editing - Find & Replace.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","0be77293e95ab48840121e4a1a59eee6","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/0be77293e95ab48840121e4a1a59eee6/downloads/default.mp4","Upload & lấy link thành công"
609,"14. Nhóm Pages.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","e660fb1e359d256249fffea786cb0e13","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/e660fb1e359d256249fffea786cb0e13/downloads/default.mp4","Upload & lấy link thành công"
610,"20. Nhóm Links - Chèn siêu liên kết.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","a174d5b50265407e47909aee7770b16b","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/a174d5b50265407e47909aee7770b16b/downloads/default.mp4","Upload & lấy link thành công"
611,"21. Nhóm Header & Footer - Tiêu đề đầu & cuối.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","00ab54339e49b54157fb8624f87908ad","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/00ab54339e49b54157fb8624f87908ad/downloads/default.mp4","Upload & lấy link thành công"
612,"26. Project 2.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","0358030f3febe4332c2f6bd74f8752c1","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/0358030f3febe4332c2f6bd74f8752c1/downloads/default.mp4","Upload & lấy link thành công"
613,"16. Chỉnh sửa bảng với Table Tools.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","aeb1bf402877289c0b5a26d0e19dca0d","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/aeb1bf402877289c0b5a26d0e19dca0d/downloads/default.mp4","Upload & lấy link thành công"
614,"30. Project 1.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","a22a6ba2c220a163a954d820667d5217","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/a22a6ba2c220a163a954d820667d5217/downloads/default.mp4","Upload & lấy link thành công"
615,"15. Nhóm Tables - Thao tác với bảng.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","11c65c5bc6b7fe8fae798dab1bdae484","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/11c65c5bc6b7fe8fae798dab1bdae484/downloads/default.mp4","Upload & lấy link thành công"
616,"6. Nhóm Font - Định dạng chữ.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","f046ce8a551350023c19b96c119ed924","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/f046ce8a551350023c19b96c119ed924/downloads/default.mp4","Upload & lấy link thành công"
617,"1. Giao diện MOS 2016.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","9a743fb91547e130f17d5cc687cb5cd0","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/9a743fb91547e130f17d5cc687cb5cd0/downloads/default.mp4","Upload & lấy link thành công"
618,"17. Nhóm Illustrations - Thao tác với Pictures.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","fd762d7d52ab10dfa38646c59f2faea8","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/fd762d7d52ab10dfa38646c59f2faea8/downloads/default.mp4","Upload & lấy link thành công"
619,"28. Các căn chỉnh trang giấy nâng cao.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","22f1481e8d449753e0cae525eca349e6","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/22f1481e8d449753e0cae525eca349e6/downloads/default.mp4","Upload & lấy link thành công"
620,"13. Project 2.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","5b863565a44e023b514852512963e35b","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/5b863565a44e023b514852512963e35b/downloads/default.mp4","Upload & lấy link thành công"
621,"4. Các thao tác chung.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","38932162775a1564bd27a575145b9699","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/38932162775a1564bd27a575145b9699/downloads/default.mp4","Upload & lấy link thành công"
622,"31. Project 2.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","fc47a531e32723063ac6136a264b951c","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/fc47a531e32723063ac6136a264b951c/downloads/default.mp4","Upload & lấy link thành công"
623,"25. Project 1.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","f57aeb4623e31f04e84789df3033cad4","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/f57aeb4623e31f04e84789df3033cad4/downloads/default.mp4","Upload & lấy link thành công"
624,"7. Nhóm Paragraph - Định dạng cho đoạn văn.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","b3b866e88f03ae70c88f5a6f9e19e456","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/b3b866e88f03ae70c88f5a6f9e19e456/downloads/default.mp4","Upload & lấy link thành công"
625,"12. Project 1.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","892708d59a0cad384d37e42be6c4bcc2","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/892708d59a0cad384d37e42be6c4bcc2/downloads/default.mp4","Upload & lấy link thành công"
626,"27. Page Setup - Các căn chỉnh trang giấy.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","473a95d15fd6dabc98eb28eac4b3eb14","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/473a95d15fd6dabc98eb28eac4b3eb14/downloads/default.mp4","Upload & lấy link thành công"
627,"35. Inspect Document - Các tuỳ chọn kiểm tra văn bản.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","03b96a4d459c4d3a035f150e0f98090d","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/03b96a4d459c4d3a035f150e0f98090d/downloads/default.mp4","Upload & lấy link thành công"
628,"32. Thiết kế cho văn bản.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","73b8b4e9c978bac27e54b7e114b0eb2f","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/73b8b4e9c978bac27e54b7e114b0eb2f/downloads/default.mp4","Upload & lấy link thành công"
629,"34. Các thiết lập cho văn bản & phần mềm Word.mp4","01. Tin học văn phòng/44. Khóa học MOS Word 2016","caac55c069c444d779b4225272a81334","https://customer-b1yjiwzp0to125ef.cloudflarestream.com/caac55c069c444d779b4225272a81334/downloads/default.mp4","Upload & lấy link thành công"
